adm3_id,year,pre_school,school_age,university_age,working_age,retirement_age,eighty_plus,total
YE200736,2025,275.4381103515625,417.7843551635742,276.4040718078613,474.8411855697632,61.600765228271484,6.622500941157341,1512.69098906219
YE200736,2030,288.0837116241455,486.4905700683594,309.6098747253418,559.1031665802002,77.72123456001282,7.724595658481121,1728.7331532165408
YE110128,2015,1314.4220275878906,2195.221923828125,2094.633270263672,3114.13224029541,369.65107345581055,32.25150513648987,9120.312040567398
YE110128,2020,1563.2597198486328,2455.9952392578125,2252.1173095703125,3850.267158508301,423.5745849609375,38.1293466091156,10583.343358755112
YE110128,2025,1783.2075500488281,2834.0552368164062,2508.1954345703125,4547.165641784668,506.7130374908447,43.00318217277527,12222.340082883835
YE110128,2030,1862.43408203125,3297.1651000976562,2808.082275390625,5314.278182983398,641.2924671173096,50.12797945737839,13973.380087077618
YE110129,2015,186.6901683807373,311.7920837402344,297.5052719116211,442.3069152832031,52.50231337547302,4.5807478576898575,1295.3775005489588
YE110129,2020,222.03315544128418,348.8302764892578,319.873046875,546.8617486953735,60.16124367713928,5.415576748549938,1503.1750479266047
YE110129,2025,253.2727928161621,402.5269470214844,356.244384765625,645.8437232971191,71.96953892707825,6.107844308018684,1735.9652311354876
YE110129,2030,264.5255012512207,468.3034362792969,398.83797454833984,754.7983646392822,91.08411383628845,7.119786195456982,1984.669176749885
YE110130,2015,476.39238357543945,780.7179260253906,699.6952362060547,1014.7792472839355,124.74428272247314,10.969964265823364,3107.299040079117
YE110130,2020,566.9916534423828,874.0405578613281,753.2036437988281,1256.148452758789,143.09981727600098,12.97675171494484,3606.460876852274
YE110130,2025,646.6631088256836,1008.6657562255859,838.9730529785156,1485.3517684936523,171.27893257141113,14.633625954389572,4165.566245049238
YE110130,2030,675.7676849365234,1173.9453430175781,939.6043395996094,1739.1591911315918,216.97620391845703,17.076015174388885,4762.528777778149
YE110131,2015,561.276123046875,933.7616424560547,878.3614654541016,1301.796775817871,155.43680000305176,13.596141308546066,3844.2289480865
YE110131,2020,667.5699768066406,1044.7299499511719,944.5910491943359,1609.9272155761719,178.1290512084961,16.0747257322073,4461.021968469024
YE110131,2025,761.3629455566406,1205.4186706542969,1051.92431640625,1901.8471069335938,213.0505714416504,18.126714646816254,5151.730325639248
YE110131,2030,795.2664031982422,1402.4693908691406,1177.7361145019531,2223.545768737793,269.6267385482788,21.128788888454437,5889.773204743862
YE110421,2015,773.1962203979492,1601.547119140625,1603.3606567382812,2070.5156173706055,269.22247886657715,25.965283304452896,6343.807375818491
YE110421,2020,929.7635040283203,1813.4338684082031,1746.3850708007812,2587.4792518615723,311.9272232055664,31.058941185474396,7420.047859489918
YE110421,2025,1049.2746047973633,2066.891357421875,1927.1125183105469,3024.019775390625,368.41096687316895,34.69164431095123,8470.40086710453
YE110421,2030,1081.302001953125,2378.1122436523438,2131.0083618164062,3498.382469177246,459.475830078125,39.93002313375473,9588.210929811
YE110721,2015,10720.04248046875,17833.9501953125,16513.822998046875,22136.10418701172,2562.119918823242,211.37281703948975,69977.41259670258
YE110721,2020,13580.75537109375,21251.123046875,18921.77197265625,29112.192504882812,3130.5038146972656,266.0635795593262,86262.4102897644
YE110721,2025,15547.310302734375,24611.89013671875,21154.197265625,34419.45104980469,3767.1053161621094,301.109169960022,99801.06324100494
YE110721,2030,16306.200805664062,28751.751953125,23781.71240234375,40356.78515625,4796.800537109375,352.810097694397,114346.06095218658
YE110133,2015,441.67593002319336,733.7625885009766,679.0132751464844,1003.3420486450195,120.85655212402344,10.741352945566177,2989.3917473852634
YE110133,2020,525.3470268249512,821.0001220703125,730.4025115966797,1241.2150344848633,138.4855818748474,12.700823664665222,3469.1511005163193
YE110133,2025,599.130802154541,947.2613830566406,813.4287719726562,1466.8455047607422,165.59461975097656,14.322182029485703,4006.5832637250423
YE110133,2030,625.9037132263184,1102.2477722167969,910.7752532958984,1715.4515342712402,209.56633472442627,16.69897562265396,4580.643583357334
YE200543,2015,848.8640518188477,1327.8827514648438,954.7958068847656,1318.5065727233887,179.08560371398926,16.48037025332451,4645.6151568591595
YE200543,2020,1010.4770965576172,1486.7507019042969,1031.2943420410156,1640.2031211853027,205.64485263824463,19.498668789863586,5393.868783116341
YE200543,2025,1149.357925415039,1712.3887329101562,1146.7771911621094,1950.0273513793945,244.9867172241211,21.92472419142723,6225.4626422822475
YE200543,2030,1202.3226928710938,1994.0554504394531,1284.8999328613281,2300.1564712524414,309.84103775024414,25.527885377407074,7116.803470551968
YE110134,2015,552.3099021911621,919.9218139648438,864.1354064941406,1280.7552528381348,153.16331577301025,13.491056829690933,3783.7767480909824
YE110134,2020,656.9057159423828,1029.2476348876953,929.3232269287109,1583.957260131836,175.50544929504395,15.950958326458931,4390.890245512128
YE110134,2025,749.2466354370117,1187.6075744628906,1034.9770812988281,1871.2803802490234,209.90634059906006,17.98853239417076,5071.006544440985
YE110134,2030,782.634635925293,1381.7996520996094,1158.7803955078125,2187.706558227539,265.65021228790283,20.97143617272377,5797.5428902208805
YE110135,2015,377.3423156738281,625.4183044433594,570.7011566162109,840.9078788757324,101.99760961532593,9.14717435836792,2525.5144395828247
YE110135,2020,448.8626937866211,699.8274230957031,614.0520477294922,1040.5933265686035,116.8790693283081,10.816843658685684,2931.0314041674137
YE110135,2025,511.81864166259766,807.3539886474609,683.8068389892578,1230.0770301818848,139.71981525421143,12.196047350764275,3384.972362086177
YE110135,2030,534.7461166381836,939.5204010009766,765.6741638183594,1439.002269744873,176.8145627975464,14.221420615911484,3869.9789346158504
YE110227,2015,642.4058227539062,1090.361312866211,1039.8532104492188,1465.0132484436035,158.3025426864624,12.764163792133331,4408.700300991535
YE110227,2020,720.2796783447266,1149.8062744140625,1053.8905639648438,1706.5110549926758,171.65405368804932,14.26170563697815,4816.403331041336
YE110227,2025,777.8040924072266,1255.493896484375,1110.7208557128906,1904.6119270324707,195.33446407318115,15.272794604301453,5259.2380303144455
YE110227,2030,773.313117980957,1390.1290588378906,1183.2082214355469,2117.0988578796387,236.15118408203125,16.993964910507202,5716.894405126572
YE110228,2015,1183.9257125854492,2019.4546508789062,1927.9083557128906,2693.0016326904297,282.7717342376709,22.292049050331116,8129.354135155678
YE110228,2020,1438.6822509765625,2308.7264404296875,2118.8438720703125,3399.002555847168,332.03483963012695,26.910779178142548,9624.200738132
YE110228,2025,1650.46484375,2679.0238647460938,2373.9467163085938,4029.338150024414,401.2118377685547,30.52171367406845,11164.507126271725
YE110228,2030,1734.1054077148438,3135.9097900390625,2674.0264892578125,4732.565826416016,512.1906967163086,35.778697311878204,12824.576907455921
YE240821,2015,11494.817749023438,18911.77685546875,12367.2734375,27602.158203125,3017.208755493164,228.57561111450195,73621.81061172485
YE240821,2020,13597.841064453125,21026.710693359375,13223.539794921875,34253.17199707031,3460.4825439453125,269.04834032058716,85830.79443407059
YE240821,2025,15403.241088867188,24235.3193359375,14622.309326171875,40916.44909667969,4140.0302734375,301.6298897266388,99618.97901082039
YE240821,2030,16074.266479492188,28073.48486328125,16352.539306640625,48527.6240234375,5258.784713745117,351.6625175476074,114638.36190414429
YE110221,2015,20296.062744140625,34637.1123046875,33110.568359375,46271.879150390625,4855.234649658203,382.1635570526123,139553.02076530457
YE110221,2020,23719.63623046875,38080.6201171875,34987.357421875,56147.44006347656,5481.539093017578,443.66956996917725,158860.26249599457
YE110221,2025,26431.27197265625,42919.0576171875,38067.9677734375,64633.46923828125,6432.524566650391,488.7569751739502,178973.04814338684
YE110221,2030,26664.31591796875,48235.00390625,41164.908203125,72873.31640625,7883.451904296875,550.0926399230957,197371.08897781372
YE110222,2015,1341.593490600586,2289.5537109375,2188.6473388671875,3058.625389099121,320.93661308288574,25.261449575424194,9224.617992162704
YE110222,2020,1773.1443786621094,2846.6895751953125,2615.4548950195312,4197.26155090332,409.7685375213623,33.16618937253952,11875.485126674175
YE110222,2025,2237.464630126953,3633.191650390625,3222.5363159179688,5471.363723754883,544.5271949768066,41.374335289001465,15150.457850456238
YE110222,2030,2556.0259399414062,4623.7796630859375,3946.044189453125,6985.593856811523,755.7031440734863,52.73155438899994,18919.87834775448
YE110229,2015,142.70031929016113,241.47219848632812,230.66506958007812,330.37719535827637,36.50733304023743,3.009025003761053,984.7311407588422
YE110229,2020,160.1252555847168,254.7656021118164,233.88315963745117,385.46966552734375,39.67962408065796,3.37673931196332,1077.3000462539494
YE110229,2025,172.87883377075195,278.0793991088867,246.41099548339844,430.7595634460449,45.195982933044434,3.627372518181801,1176.9521472603083
YE110229,2030,172.79645919799805,309.49595642089844,263.88236236572266,481.8792362213135,54.980220317840576,4.0673768222332,1287.1016113460064
YE110322,2015,1042.700424194336,1852.7460327148438,1738.8654174804688,2290.117500305176,292.99970149993896,26.70500546693802,7244.134081661701
YE110322,2020,1148.1655807495117,1919.3619995117188,1732.2676391601562,2618.0371131896973,310.54134368896484,29.21161264181137,7757.58528894186
YE110322,2025,1249.6544799804688,2111.808624267578,1841.3893127441406,2945.4827194213867,353.6508255004883,31.431897580623627,8533.417859494686
YE110322,2030,1269.7540893554688,2391.2827758789062,2005.2839660644531,3350.2887268066406,434.55900382995605,35.62591207027435,9486.7944740057
YE110223,2015,3044.7777709960938,5208.960205078125,4973.281982421875,6926.84440612793,735.4035415649414,58.464051842689514,20947.731958031654
YE110223,2020,3890.3094482421875,6259.08154296875,5744.7918701171875,9192.148651123047,906.4051132202148,74.0137265920639,26066.75035226345
YE110223,2025,4814.771545410156,7833.132080078125,6941.8245849609375,11755.510650634766,1180.0197525024414,90.3989486694336,32615.65756225586
YE110223,2030,5468.88330078125,9910.128662109375,8451.080810546875,14927.176818847656,1626.795181274414,114.36787223815918,40498.43264579773
YE110224,2015,588.2186851501465,1003.8497314453125,959.6075592041016,1341.0474586486816,140.71395778656006,11.075827166438103,4044.5132194012403
YE110224,2020,750.9657516479492,1205.6358032226562,1107.7028198242188,1777.63277053833,173.5460205078125,14.046618491411209,5029.529784232378
YE110224,2025,900.3563766479492,1461.9972534179688,1296.7494812011719,2201.6781158447266,219.1178970336914,16.64904224872589,6096.548166394234
YE110224,2030,986.3498153686523,1784.2792663574219,1522.7467346191406,2695.6843338012695,291.6197233200073,20.348692655563354,7301.028566122055
YE140728,2015,37.51275873184204,57.850786209106445,46.224751472473145,64.82006692886353,7.878712505102158,0.7852790113538504,215.07235485874116
YE140728,2020,41.59778642654419,60.33564853668213,46.40292167663574,74.81095933914185,8.403825759887695,0.8649968057870865,232.4161385446787
YE140728,2025,43.35495710372925,63.68979454040527,47.2416353225708,80.91852283477783,9.156874626874924,0.8913631197065115,245.2531475480646
YE140728,2030,41.434921741485596,67.75124168395996,48.38320827484131,86.6870653629303,10.5822694003582,0.9522772897034883,255.79098375327885
YE110225,2015,1985.649658203125,3388.6953125,3239.3471069335938,4526.973724365234,475.00806999206543,37.38862806558609,13653.062500059605
YE110225,2020,2531.9925842285156,4064.980224609375,3734.7847290039062,5993.553161621094,585.1361999511719,47.360243797302246,16957.807143211365
YE110225,2025,3117.4005737304688,5062.0299072265625,4489.8746337890625,7623.106597900391,758.6753692626953,57.64577353000641,21108.732855439186
YE110225,2030,3550.8759765625,6423.4359130859375,5481.9140625,9704.509521484375,1049.8360977172852,73.2556220293045,26283.827193379402
YE110226,2015,243.88342475891113,414.8768997192383,393.1277313232422,547.4503870010376,57.657691955566406,4.581330716609955,1661.5774654746056
YE110226,2020,259.09857177734375,414.67459869384766,377.79634857177734,604.1940994262695,59.192819356918335,4.835351347923279,1719.79178917408
YE110226,2025,264.6635227203369,428.4809265136719,376.9611587524414,637.9266738891602,63.68812394142151,4.883293867111206,1776.603699684143
YE110226,2030,249.5838851928711,450.17018127441406,381.1465835571289,672.6354351043701,72.97803354263306,5.13822827488184,1831.652346946299
YE110230,2015,4846.1458740234375,8276.81201171875,7912.2098388671875,11051.394897460938,1161.9625816345215,91.56987118721008,33340.095074892044
YE110230,2020,5867.608459472656,9427.029296875,8661.5078125,13892.883361816406,1358.882583618164,110.11437940597534,39318.0258936882
YE110230,2025,6829.0445556640625,11096.72705078125,9842.826416015625,16703.523559570312,1665.2878646850586,126.68165683746338,46264.09110355377
YE110230,2030,7370.63134765625,13342.173095703125,11386.845458984375,20148.958984375,2183.212860107422,152.51483178138733,54584.33657860756
YE110527,2015,731.8269119262695,1386.7221374511719,1333.1046752929688,1740.3868980407715,223.85250282287598,19.511151373386383,5435.404276907444
YE110527,2020,836.9382705688477,1492.1883850097656,1379.5575561523438,2066.2731323242188,246.5273666381836,22.17086523771286,6043.655575931072
YE110527,2025,938.853630065918,1690.850341796875,1511.4346618652344,2394.318950653076,289.9021854400635,24.588425010442734,6849.94819483161
YE110527,2030,969.0989074707031,1945.8985900878906,1672.0151977539062,2763.1560440063477,362.28190422058105,28.35186767578125,7740.80251121521
YE151033,2015,196.31348419189453,321.41712188720703,271.2923355102539,390.9687623977661,45.550710916519165,4.51585890352726,1230.058273807168
YE151033,2020,223.9309844970703,344.8120422363281,279.88970947265625,463.70256900787354,50.101038455963135,5.1175845712423325,1367.5539282411337
YE151033,2025,245.4372158050537,383.32688903808594,299.5690460205078,526.1170692443848,57.46631121635437,5.542106740176678,1517.4586380645633
YE151033,2030,249.70751571655273,433.8221130371094,326.757568359375,599.0622463226318,70.6593828201294,6.286770239472389,1686.2955964952707
YE110231,2015,3569.5570373535156,6110.5321044921875,5839.9478759765625,8139.22607421875,862.4025001525879,68.26534307003021,24589.930935263634
YE110231,2020,4044.970916748047,6514.16650390625,5983.895263671875,9576.550064086914,943.987117767334,76.85290062427521,27140.422766804695
YE110231,2025,4420.240264892578,7200.189697265625,6385.391845703125,10811.039825439453,1086.268352508545,83.05978441238403,29986.18977022171
YE110231,2030,4470.941650390625,8113.8077392578125,6923.203857421875,12222.15103149414,1334.6786041259766,93.74315190315247,33158.52603459358
YE110321,2015,2578.1890563964844,4580.9906005859375,4299.2384033203125,5662.133491516113,724.4061012268066,66.02579057216644,17910.98344361782
YE110321,2020,2887.56982421875,4826.9542236328125,4356.25830078125,6583.717361450195,780.9216690063477,73.459765791893,19508.88114488125
YE110321,2025,3193.932647705078,5397.3433837890625,4706.035400390625,7527.717056274414,903.805233001709,80.32963275909424,21809.163353919983
YE110321,2030,3268.481170654297,6155.2822265625,5161.5330810546875,8623.48127746582,1118.5188217163086,91.69902229309082,24418.995599746704
YE200670,2015,1184.510025024414,1893.4530639648438,1342.9901733398438,1861.5684928894043,259.61476135253906,26.99636662006378,6569.132883191109
YE200670,2020,1409.979736328125,2119.9776000976562,1451.3828125,2316.931427001953,297.4537162780762,31.956435799598694,7627.681728005409
YE200670,2025,1605.4895324707031,2443.737548828125,1615.8925476074219,2757.614601135254,354.2422122955322,35.9963054060936,8812.97274774313
YE200670,2030,1680.2049560546875,2847.3687133789062,1811.0860595703125,3247.9569549560547,448.13033294677734,42.04665523767471,10076.793672144413
YE110323,2015,3961.811798095703,7030.2420654296875,6587.9229736328125,8678.931884765625,1107.4307098388672,100.84650135040283,27467.185933113098
YE110323,2020,4999.169372558594,8346.639404296875,7522.6429443359375,11372.80209350586,1345.6123504638672,126.4606990814209,33713.326864242554
YE110323,2025,5725.589172363281,9664.51806640625,8416.059326171875,13466.878509521484,1613.026123046875,143.21757459640503,39029.28877210617
YE110323,2030,5868.4024658203125,11039.16064453125,9245.8798828125,15452.725036621094,1999.6578903198242,163.75446128845215,43769.58038139343
YE110834,2015,1166.46923828125,1804.1642761230469,1464.0777282714844,2055.961326599121,268.6451530456543,21.35550370812416,6780.673226028681
YE110834,2020,1362.5087280273438,1982.1524658203125,1549.4571228027344,2503.567054748535,302.68329429626465,24.79251518845558,7725.161180883646
YE110834,2025,1548.0583953857422,2280.3633422851562,1719.528564453125,2957.17765045166,361.58704948425293,27.843917787075043,8894.558919847012
YE110834,2030,1618.7572021484375,2654.4655151367188,1926.503662109375,3470.0011596679688,459.0224914550781,32.505422592163086,10161.255453109741
YE110432,2015,1526.2410125732422,3280.5745239257812,3339.198974609375,4281.002548217773,569.4710350036621,54.14914399385452,13050.637238323689
YE110432,2020,1678.9507141113281,3396.1641845703125,3323.70849609375,4888.151504516602,602.6865844726562,59.20313256978989,13948.864616334438
YE110432,2025,1913.9158172607422,3906.5587158203125,3700.7293701171875,5761.744567871094,717.9560928344727,66.72825717926025,16067.632821083069
YE110432,2030,2084.1339263916016,4746.1016845703125,4318.9151611328125,7033.429214477539,944.620174407959,81.05026733875275,19208.250428318977
YE110324,2015,2606.1661376953125,4639.5673828125,4346.7979736328125,5721.26456451416,732.3415641784668,67.19824028015137,18113.335863113403
YE110324,2020,3121.9025268554688,5228.2840576171875,4710.9619140625,7115.971145629883,844.3879814147949,79.94358849525452,21101.45121407509
YE110324,2025,3583.2837524414062,6065.6458740234375,5281.0750732421875,8444.814376831055,1014.0942077636719,90.69068098068237,24479.60396528244
YE110324,2030,3793.9556274414062,7156.686279296875,5992.73486328125,10010.997802734375,1298.5093307495117,107.09480786323547,28359.978711366653
YE110325,2015,522.9245910644531,930.4467926025391,873.8402404785156,1150.6015625,147.25777769088745,13.426642000675201,3638.4976063370705
YE110325,2020,637.7134399414062,1069.1449890136719,966.2848510742188,1459.6712799072266,173.26056289672852,16.311224460601807,4322.386347293854
YE110325,2025,693.4253234863281,1175.044921875,1025.9876251220703,1640.412265777588,197.08213233947754,17.53031426668167,4749.4825828671455
YE110325,2030,747.4085540771484,1411.2357788085938,1184.9491882324219,1978.9161529541016,256.8255090713501,21.07114738225937,5600.406330525875
YE200735,2015,249.78170585632324,397.66609954833984,282.2637481689453,394.05600357055664,55.8030948638916,6.166638553142548,1385.7372905611992
YE200735,2020,296.42618560791016,443.8896484375,304.1088981628418,489.0300636291504,63.688530921936035,7.2762650847435,1604.4195918440819
YE200735,2025,333.78427505493164,506.0253372192383,334.81029510498047,575.7348937988281,74.79567527770996,8.104258008301258,1833.2547344639897
YE200735,2030,349.0780906677246,589.1900787353516,375.0003662109375,677.8706130981445,94.3332450389862,9.451121211051941,2094.9235149621964
YE110528,2015,650.5308837890625,1241.9276123046875,1189.7674865722656,1545.5619773864746,201.40990543365479,17.62593787908554,4846.823803365231
YE110528,2020,738.4763259887695,1326.3231201171875,1222.2775573730469,1821.84273147583,220.1552381515503,19.882621943950653,5348.957595050335
YE110528,2025,828.4413452148438,1502.9094848632812,1339.2345581054688,2111.828643798828,258.76463508605957,22.050334990024567,6063.229002058506
YE110528,2030,854.8820648193359,1729.1296997070312,1481.0235290527344,2437.226219177246,323.15501499176025,25.401766300201416,6850.818294048309
YE110326,2015,2026.2355346679688,3600.3624267578125,3379.06298828125,4450.287841796875,569.3737945556641,51.89471232891083,14077.217298388481
YE110326,2020,2394.809066772461,4003.3472290039062,3613.1116333007812,5460.622650146484,647.7178382873535,60.92871379852295,16180.53713130951
YE110326,2025,2885.3048400878906,4875.9169921875,4251.55078125,6800.772155761719,816.5381088256836,72.57250046730042,19702.655378580093
YE110326,2030,3030.5260009765625,5707.2821044921875,4786.017578125,7996.144805908203,1037.1633796691895,85.02844524383545,22642.162314414978
YE110327,2015,1057.002067565918,1878.1580200195312,1762.7153930664062,2321.528518676758,297.0184383392334,27.07128143310547,7343.493719100952
YE110327,2020,1191.0342025756836,1991.0243225097656,1796.9446716308594,2715.7857513427734,322.1359062194824,30.302285075187683,8047.227139353752
YE110327,2025,1286.075210571289,2173.356475830078,1895.0558471679688,3031.3276596069336,363.9578552246094,32.347965359687805,8782.121013760567
YE110327,2030,1345.4268798828125,2533.794677734375,2124.7918701171875,3549.95418548584,460.4572105407715,37.74908113479614,10052.173904895782
YE110328,2015,611.1444778442383,1086.0081329345703,1019.2736511230469,1342.3644065856934,171.76079177856445,15.654948115348816,4246.206408381462
YE110328,2020,856.4260864257812,1431.7562255859375,1292.2113037109375,1952.919635772705,231.66677284240723,21.79222932457924,5786.772253662348
YE110328,2025,995.628791809082,1682.6263122558594,1467.1858215332031,2346.8568420410156,281.7981758117676,25.045911610126495,6799.141855061054
YE110328,2030,1125.6874771118164,2120.081573486328,1777.8829650878906,2970.3075942993164,385.29849433898926,31.587573289871216,8410.845677614212
YE110329,2015,1608.088134765625,2822.4376220703125,2611.1077880859375,3442.1786727905273,450.1027145385742,42.45248627662659,10976.367418527603
YE110329,2020,1890.579345703125,3123.9915161132812,2781.7941284179688,4208.6586837768555,509.31878662109375,49.497346222400665,12563.839806854725
YE110329,2025,2251.4132385253906,3767.13525390625,3246.259765625,5199.625442504883,634.7891998291016,58.058801889419556,15157.281702280045
YE110329,2030,2400.9300537109375,4479.1923828125,3715.042724609375,6217.517028808594,818.7417640686035,69.01456618309021,17700.4385201931
YE110624,2015,2186.3216094970703,4334.0159912109375,4182.13818359375,5319.825408935547,764.2312545776367,70.20457601547241,16856.737023830414
YE110624,2020,2631.6824645996094,4912.9595947265625,4563.2791748046875,6660.515762329102,885.3876037597656,84.05484783649445,19737.87944805622
YE110624,2025,3150.548126220703,5943.2774658203125,5342.01611328125,8259.416397094727,1106.579200744629,99.53038120269775,23901.36768436432
YE110624,2030,3348.899200439453,7042.0955810546875,6080.973876953125,9836.25259399414,1419.2433395385742,117.67780995368958,27845.14240193367
YE110425,2015,905.9987487792969,1943.0419006347656,1975.7759399414062,2533.6886978149414,336.86490631103516,31.9883274435997,7727.358520925045
YE110425,2020,1004.8921203613281,2028.0861206054688,1982.8161010742188,2916.8827209472656,359.45491218566895,35.26136541366577,8327.393340587616
YE110425,2025,1079.2513732910156,2197.7314453125,2079.702850341797,3238.7830657958984,403.38841247558594,37.4357545375824,9036.29290175438
YE110425,2030,1106.271957397461,2513.2831420898438,2284.6231689453125,3721.3645095825195,499.60074615478516,42.801757633686066,10167.945281803608
YE110422,2015,419.4908676147461,901.6734924316406,917.7865295410156,1176.643440246582,156.5204086303711,14.883010908961296,3586.9977493733168
YE110422,2020,443.6243438720703,897.3587341308594,878.2139434814453,1291.5823020935059,159.24616050720215,15.643060371279716,3685.6685444563627
YE110422,2025,456.98530197143555,932.7682647705078,883.6223907470703,1375.7305526733398,171.42622089385986,15.93266974389553,3836.465400800109
YE110422,2030,464.6255187988281,1058.0702056884766,962.8355865478516,1567.9945983886719,210.58854484558105,18.068897396326065,4282.183351665735
